ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
494,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,False,77,No opinion,5,In the middle,7,"White, non-Hispanic",30-44,Some college,Democrat,Female,31
495,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,False,77,No opinion,8,Strongly favor,28,"White, non-Hispanic",45-59,BA or above,Independent,Female,53
496,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,1,Very strongly oppose,16,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,59
497,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,19,"White, non-Hispanic",45-59,BA or above,Independent,Male,56
498,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,9,Very strongly favor,40,"White, non-Hispanic",18-29,Some college,Democrat,Male,29
499,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,8,Strongly favor,22,"White, non-Hispanic",30-44,BA or above,Democrat,Male,41
500,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,14,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,34
501,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,5,In the middle,37,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,47
502,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,6,Slightly favor,24,"White, non-Hispanic",45-59,BA or above,Republican,Male,50
503,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,0,Extremely oppose,35,"White, non-Hispanic",45-59,Some college,Independent,Female,51
504,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,9,Very strongly favor,28,"White, non-Hispanic",45-59,BA or above,Democrat,Female,54
505,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,8,Strongly favor,31,"White, non-Hispanic",60+,BA or above,Democrat,Female,62
506,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,8,Strongly favor,12,Hispanic,45-59,Some college,Democrat,Male,45
507,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,7,Moderately favor,11,"Black, non-Hispanic",30-44,Some college,Democrat,Female,38
508,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,10,Strongly favor,1,Hispanic,60+,HS graduate or equivalent,Republican,Female,63
509,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,10,Strongly favor,28,"White, non-Hispanic",30-44,BA or above,Republican,Male,38
510,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,7,Moderately favor,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71
511,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,17,"White, non-Hispanic",60+,BA or above,Democrat,Male,60
512,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,5,In the middle,38,"White, non-Hispanic",30-44,BA or above,Independent,Male,32
513,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,33,"White, non-Hispanic",60+,Some college,Republican,Female,71
514,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,9,Very strongly favor,30,"White, non-Hispanic",60+,BA or above,Independent,Male,66
515,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,9,Very strongly favor,1,"White, non-Hispanic",60+,Some college,Democrat,Female,72
516,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,25,"White, non-Hispanic",45-59,BA or above,Republican,Female,51
517,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,7,Moderately favor,34,"White, non-Hispanic",60+,Some college,Independent,Female,66
518,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,58
519,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,16,"White, non-Hispanic",30-44,Some college,Independent,Female,31
520,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,6,Slightly favor,13,"White, non-Hispanic",60+,Some college,Independent,Female,63
521,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,10,Strongly favor,13,"White, non-Hispanic",45-59,BA or above,Democrat,Male,47
522,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,6,"White, non-Hispanic",45-59,BA or above,Democrat,Female,45
